print_id,card_number,name_ja,tags,ko_name,ko_text,ko_memo
537,hBP04-026,大神ミオ,"#JP, #ケモミミ, #ゲーマーズ, #料理",,,
538,hBP04-027,パヴォリア・レイネ,"#ID, #ID2期生, #トリ, #絵",,,
539,hBP04-028,セシリア・イマーグリーン,"#EN, #Justice, #語学",,,
543,hBP04-029,セシリア・イマーグリーン,"#EN, #Justice, #語学",,,
547,hBP04-030,セシリア・イマーグリーン,"#EN, #Justice, #語学",,,
544,hBP04-031,セシリア・イマーグリーン,"#EN, #Justice, #語学",,,
540,hBP04-032,一条莉々華,"#DEV_IS, #ReGLOSS, #料理, #語学",,,
545,hBP04-033,一条莉々華,"#DEV_IS, #ReGLOSS, #料理, #語学",,,
546,hBP04-034,一条莉々華,"#DEV_IS, #ReGLOSS, #料理, #語学",,,
541,hBP04-035,一条莉々華,"#DEV_IS, #ReGLOSS, #料理, #語学",,,
542,hBP04-036,一条莉々華,"#DEV_IS, #ReGLOSS, #料理, #語学",,,
548,hBP04-037,一条莉々華,"#DEV_IS, #ReGLOSS, #料理, #語学",,,
549,hBP04-038,宝鐘マリン,"#3期生, #JP, #海, #絵",,,
551,hBP04-039,カエラ・コヴァルスキア,"#ID, #ID3期生",,,
550,hBP04-040,カエラ・コヴァルスキア,"#ID, #ID3期生",,,
554,hBP04-041,カエラ・コヴァルスキア,"#ID, #ID3期生",,,
553,hBP04-042,カエラ・コヴァルスキア,"#ID, #ID3期生",,,
552,hBP04-043,雪花ラミィ,"#5期生, #JP, #お酒, #ハーフエルフ",,,
562,hBP04-044,雪花ラミィ,"#5期生, #JP, #お酒, #ハーフエルフ",,,
559,hBP04-045,雪花ラミィ,"#5期生, #JP, #お酒, #ハーフエルフ",,,
561,hBP04-046,雪花ラミィ,"#5期生, #JP, #お酒, #ハーフエルフ",,,
558,hBP04-047,雪花ラミィ,"#5期生, #JP, #お酒, #ハーフエルフ",,,
556,hBP04-048,雪花ラミィ,"#5期生, #JP, #お酒, #ハーフエルフ",,,
555,hBP04-049,ムーナ・ホシノヴァ,"#ID, #ID1期生, #歌",,,
560,hBP04-050,シオリ・ノヴェラ,"#Advent, #EN",,,
563,hBP04-051,シオリ・ノヴェラ,"#Advent, #EN",,,
564,hBP04-052,シオリ・ノヴェラ,"#Advent, #EN",,,
565,hBP04-053,シオリ・ノヴェラ,"#Advent, #EN",,,
566,hBP04-054,ラプラス・ダークネス,"#JP, #シューター, #秘密結社holoX",,,
568,hBP04-055,ラプラス・ダークネス,"#JP, #シューター, #秘密結社holoX",,,
567,hBP04-056,ラプラス・ダークネス,"#JP, #シューター, #秘密結社holoX",,,
569,hBP04-057,ラプラス・ダークネス,"#JP, #シューター, #秘密結社holoX",,,
574,hBP04-058,ラプラス・ダークネス,"#JP, #シューター, #秘密結社holoX",,,
573,hBP04-059,ラプラス・ダークネス,"#JP, #シューター, #秘密結社holoX",,,
577,hBP04-060,紫咲シオン,"#2期生, #JP",,,
570,hBP04-061,クレイジー・オリー,"#ID, #ID2期生, #語学",,,
572,hBP04-062,森カリオペ,"#EN, #Myth, #歌",,,
571,hBP04-063,古石ビジュー,"#Advent, #EN, #ベイビー",,,
575,hBP04-064,古石ビジュー,"#Advent, #EN, #ベイビー",,,
576,hBP04-065,古石ビジュー,"#Advent, #EN, #ベイビー",,,
578,hBP04-066,古石ビジュー,"#Advent, #EN, #ベイビー",,,
579,hBP04-067,大空スバル,"#2期生, #JP, #トリ",,,
582,hBP04-068,大空スバル,"#2期生, #JP, #トリ",,,
583,hBP04-069,大空スバル,"#2期生, #JP, #トリ",,,
584,hBP04-070,大空スバル,"#2期生, #JP, #トリ",,,
581,hBP04-071,大空スバル,"#2期生, #JP, #トリ",,,
585,hBP04-072,大空スバル,"#2期生, #JP, #トリ, #歌",,,
587,hBP04-073,アーニャ・メルフィッサ,"#ID, #ID2期生, #語学",,,
592,hBP04-074,アーニャ・メルフィッサ,"#ID, #ID2期生, #語学",,,
590,hBP04-075,アーニャ・メルフィッサ,"#ID, #ID2期生, #語学",,,
591,hBP04-076,アーニャ・メルフィッサ,"#ID, #ID2期生, #語学",,,
586,hBP04-077,アーニャ・メルフィッサ,"#ID, #ID2期生, #語学",,,
589,hBP04-078,アーニャ・メルフィッサ,"#ID, #ID2期生, #語学",,,
588,hBP04-079,夏色まつり,"#1期生, #JP, #シューター",,,
594,hBP04-080,夏色まつり,"#1期生, #JP, #シューター",,,
595,hBP04-081,夏色まつり,"#1期生, #JP, #シューター",,,
596,hBP04-082,夏色まつり,"#1期生, #JP, #シューター",,,
597,hBP04-083,桃鈴ねね,"#5期生, #JP, #歌, #絵",,,
598,hBP04-084,桃鈴ねね,"#5期生, #JP, #歌, #絵",,,
599,hBP04-085,桃鈴ねね,"#5期生, #JP, #歌, #絵",,,
604,hBP04-086,桃鈴ねね,"#5期生, #JP, #歌, #絵",,,
607,hBP04-087,エリザベス・ローズ・ブラッドフレイム,"#EN, #Justice, #歌",,,
602,hBP04-088,ジジ・ムリン,"#EN, #Justice",,,
54,hBP04-089,ツートンカラーパソコン,,,,
55,hBP04-090,作業用パソコン,,,,
56,hBP04-091,限界飯,#食べ物,,,
57,hBP04-092,ねぽらぼ,,,,
58,hBP04-093,ホロライブ2期生,,,,
60,hBP04-094,まいたけダンス,#きのこ,,,
59,hBP04-095,マスコットキャッチャー,,,,
67,hBP04-096,Advent,,,,
65,hBP04-097,緑の試験管,#こよラボ,,,
66,hBP04-098,鍛冶ハンマー,#カエラ'sアームズ,,,
61,hBP04-099,古代武器,,,,
63,hBP04-100,ココロ,#こよラボ,,,
62,hBP04-101,だいふく,,,,
64,hBP04-102,やめなー,,,,
68,hBP04-103,カラス,,,,
70,hBP04-104,スバルドダック,,,,
69,hBP04-105,こよりの助手くん,#こよラボ,,,
71,hBP04-106,雪民,,,,
601,hBP05-001,白銀ノエル,,,,
606,hBP05-002,アイラニ・イオフィフティーン,,,,
600,hBP05-003,尾丸ポルカ,,,,
603,hBP05-004,猫又おかゆ,,,,
605,hBP05-005,癒月ちょこ,,,,
608,hBP05-006,ネリッサ・レイヴンクロフト,,,,
609,hBP05-007,不知火フレア,,,,
611,hBP05-008,白銀ノエル,"#3期生, #JP, #お酒",,,
610,hBP05-009,白銀ノエル,"#3期生, #JP, #お酒",,,
612,hBP05-010,白銀ノエル,"#3期生, #JP, #お酒",,,
613,hBP05-011,白銀ノエル,"#3期生, #JP, #お酒",,,
614,hBP05-012,白銀ノエル,"#3期生, #JP, #お酒",,,
615,hBP05-013,ときのそら,"#0期生, #JP, #歌",,,
616,hBP05-014,兎田ぺこら,"#3期生, #JP, #ケモミミ",,,
617,hBP05-015,兎田ぺこら,"#3期生, #JP, #ケモミミ",,,
620,hBP05-016,兎田ぺこら,"#3期生, #JP, #ケモミミ",,,
622,hBP05-017,姫森ルーナ,"#4期生, #JP, #ベイビー",,,
621,hBP05-018,ベスティア・ゼータ,"#ID, #ID3期生",,,
619,hBP05-019,アイラニ・イオフィフティーン,"#ID, #ID1期生, #絵",,,
618,hBP05-020,アイラニ・イオフィフティーン,"#ID, #ID1期生, #絵",,,
623,hBP05-021,アイラニ・イオフィフティーン,"#ID, #ID1期生, #絵",,,
624,hBP05-022,アイラニ・イオフィフティーン,"#ID, #ID1期生, #絵",,,
625,hBP05-023,アイラニ・イオフィフティーン,"#ID, #ID1期生, #絵",,,
626,hBP05-024,AZKi,"#0期生, #JP, #歌",,,
629,hBP05-025,アキ・ローゼンタール,"#1期生, #JP, #お酒, #ハーフエルフ",,,
628,hBP05-026,アキ・ローゼンタール,"#1期生, #JP, #お酒, #ハーフエルフ",,,
627,hBP05-027,アキ・ローゼンタール,"#1期生, #JP, #お酒, #ハーフエルフ",,,
633,hBP05-028,獅白ぼたん,"#5期生, #JP, #ケモミミ, #シューター",,,
630,hBP05-029,儒烏風亭らでん,"#DEV_IS, #ReGLOSS, #お酒",,,
635,hBP05-030,尾丸ポルカ,"#5期生, #JP, #ケモミミ",,,
631,hBP05-031,尾丸ポルカ,"#5期生, #JP, #ケモミミ",,,
634,hBP05-032,尾丸ポルカ,"#5期生, #JP, #ケモミミ",,,
636,hBP05-033,尾丸ポルカ,"#5期生, #JP, #ケモミミ",,,
632,hBP05-034,尾丸ポルカ,"#5期生, #JP, #ケモミミ",,,
637,hBP05-035,さくらみこ,"#0期生, #JP, #ベイビー",,,
638,hBP05-036,星街すいせい,"#0期生, #JP, #歌",,,
639,hBP05-037,星街すいせい,"#0期生, #JP, #歌",,,
640,hBP05-038,モココ・アビスガード,"#Advent, #EN, #ケモミミ",,,
641,hBP05-039,一条莉々華,"#DEV_IS, #ReGLOSS, #料理, #語学",,,
643,hBP05-040,miComet,"#0期生, #JP, #ベイビー, #歌",,,
642,hBP05-041,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
644,hBP05-042,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
648,hBP05-043,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
645,hBP05-044,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
646,hBP05-045,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
651,hBP05-046,雪花ラミィ,"#5期生, #JP, #お酒, #ハーフエルフ",,,
652,hBP05-047,こぼ・かなえる,"#ID, #ID3期生",,,
647,hBP05-048,こぼ・かなえる,"#ID, #ID3期生",,,
650,hBP05-049,こぼ・かなえる,"#ID, #ID3期生",,,
649,hBP05-050,フワワ・アビスガード,"#Advent, #EN, #ケモミミ",,,
653,hBP05-051,火威青,"#DEV_IS, #ReGLOSS, #お酒, #絵",,,
654,hBP05-052,癒月ちょこ,"#2期生, #JP, #料理",,,
657,hBP05-053,癒月ちょこ,"#2期生, #JP, #料理",,,
656,hBP05-054,癒月ちょこ,"#2期生, #JP, #料理",,,
655,hBP05-055,癒月ちょこ,"#2期生, #JP, #料理",,,
658,hBP05-056,癒月ちょこ,"#2期生, #JP, #料理",,,
659,hBP05-057,ネリッサ・レイヴンクロフト,"#Advent, #EN, #トリ, #歌",,,
660,hBP05-058,ネリッサ・レイヴンクロフト,"#Advent, #EN, #トリ, #歌",,,
662,hBP05-059,ネリッサ・レイヴンクロフト,"#Advent, #EN, #トリ, #歌",,,
663,hBP05-060,ネリッサ・レイヴンクロフト,"#Advent, #EN, #トリ, #歌",,,
664,hBP05-061,ネリッサ・レイヴンクロフト,"#Advent, #EN, #トリ, #歌",,,
667,hBP05-062,常闇トワ,"#4期生, #JP, #シューター, #歌",,,
661,hBP05-063,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
665,hBP05-064,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
666,hBP05-065,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
668,hBP05-066,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
669,hBP05-067,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
672,hBP05-068,白上フブキ,"#1期生, #JP, #ケモミミ, #ゲーマーズ, #絵",,,
670,hBP05-069,白上フブキ,"#1期生, #JP, #ケモミミ, #ゲーマーズ, #絵",,,
671,hBP05-070,白上フブキ,"#1期生, #JP, #ケモミミ, #ゲーマーズ, #絵",,,
673,hBP05-071,戌神ころね,"#JP, #ケモミミ, #ゲーマーズ",,,
674,hBP05-072,角巻わため,"#4期生, #JP, #ケモミミ, #歌",,,
677,hBP05-073,アユンダ・リス,"#ID, #ID1期生, #ケモミミ, #歌",,,
40,hBP05-074,フレンドリーパソコン,,,,
41,hBP05-075,牛丼,#食べ物,,,
44,hBP05-076,ちょこのビーフストロガノフ,#食べ物,,,
43,hBP05-077,バカタレサーカス,,,,
42,hBP05-078,晩酌配信,,,,
45,hBP05-079,み俺恥,,,,
46,hBP05-080,SorAZセレブレーション,,,,
47,hBP05-081,白銀ノエルのメイス,,,,
52,hBP05-082,アキ・ローゼンタールの斧,,,,
51,hBP05-083,ネリッサ・レイヴンクロフトの杖,,,,
50,hBP05-084,角巻わためのハープ,,,,
48,hBP05-085,みこだにぇー,,,,
49,hBP05-086,Cilus,,,,
53,hBP05-087,Jailbird,,,,
679,hBP06-001,ラオーラ・パンテーラ,,,,
680,hBP06-002,響咲リオナ,,,,
681,hBP06-003,風真いろは,,,,
682,hBP06-004,百鬼あやめ,,,,
675,hBP06-005,ハコス・ベールズ,,,,
676,hBP06-006,ムーナ・ホシノヴァ,,,,
678,hBP06-007,ロボ子さん,,,,
683,hBP06-008,夏色まつり,,,,
684,hBP06-009,ラオーラ・パンテーラ,"#EN, #Justice, #ケモミミ, #絵",,,
688,hBP06-010,ラオーラ・パンテーラ,"#EN, #Justice, #ケモミミ, #絵",,,
685,hBP06-011,ラオーラ・パンテーラ,"#EN, #Justice, #ケモミミ, #絵",,,
686,hBP06-012,ラオーラ・パンテーラ,"#EN, #Justice, #ケモミミ, #絵",,,
689,hBP06-013,ラオーラ・パンテーラ,"#EN, #Justice, #ケモミミ, #絵",,,
687,hBP06-014,ラオーラ・パンテーラ,"#EN, #Justice, #ケモミミ, #絵",,,
690,hBP06-015,響咲リオナ,"#DEV_IS, #FLOW GLOW",,,
694,hBP06-016,響咲リオナ,"#DEV_IS, #FLOW GLOW",,,
692,hBP06-017,響咲リオナ,"#DEV_IS, #FLOW GLOW",,,
691,hBP06-018,響咲リオナ,"#DEV_IS, #FLOW GLOW",,,
697,hBP06-019,響咲リオナ,"#DEV_IS, #FLOW GLOW",,,
693,hBP06-020,響咲リオナ,"#DEV_IS, #FLOW GLOW",,,
696,hBP06-021,博衣こより,"#JP, #ケモミミ, #秘密結社holoX",,,
695,hBP06-022,風真いろは,"#JP, #秘密結社holoX",,,
698,hBP06-023,風真いろは,"#JP, #秘密結社holoX",,,
699,hBP06-024,風真いろは,"#JP, #秘密結社holoX",,,
701,hBP06-025,風真いろは,"#JP, #秘密結社holoX",,,
700,hBP06-026,風真いろは,"#JP, #秘密結社holoX",,,
703,hBP06-027,風真いろは,"#JP, #秘密結社holoX",,,
702,hBP06-028,姫森ルーナ,"#4期生, #JP, #ベイビー",,,
704,hBP06-029,姫森ルーナ,"#4期生, #JP, #ベイビー",,,
708,hBP06-030,姫森ルーナ,"#4期生, #JP, #ベイビー",,,
710,hBP06-031,姫森ルーナ,"#4期生, #JP, #ベイビー",,,
709,hBP06-032,セシリア・イマーグリーン,"#EN, #Justice, #語学",,,
711,hBP06-033,儒烏風亭らでん,"#DEV_IS, #ReGLOSS, #お酒",,,
705,hBP06-034,百鬼あやめ,"#2期生, #JP, #シューター",,,
706,hBP06-035,百鬼あやめ,"#2期生, #JP, #シューター",,,
712,hBP06-036,百鬼あやめ,"#2期生, #JP, #シューター",,,
707,hBP06-037,百鬼あやめ,"#2期生, #JP, #シューター",,,
713,hBP06-038,百鬼あやめ,"#2期生, #JP, #シューター",,,
714,hBP06-039,百鬼あやめ,"#2期生, #JP, #シューター",,,
715,hBP06-040,ハコス・ベールズ,"#EN, #Promise, #ケモミミ",,,
716,hBP06-041,ハコス・ベールズ,"#EN, #Promise, #ケモミミ",,,
717,hBP06-042,ハコス・ベールズ,"#EN, #Promise, #ケモミミ",,,
719,hBP06-043,ハコス・ベールズ,"#EN, #Promise, #ケモミミ",,,
718,hBP06-044,ハコス・ベールズ,"#EN, #Promise, #ケモミミ",,,
723,hBP06-045,ハコス・ベールズ,"#EN, #Promise, #ケモミミ",,,
726,hBP06-046,鷹嶺ルイ,"#JP, #お酒, #トリ, #秘密結社holoX",,,
724,hBP06-047,一条莉々華,"#DEV_IS, #ReGLOSS, #料理, #語学",,,
727,hBP06-048,ムーナ・ホシノヴァ,"#ID, #ID1期生, #歌",,,
720,hBP06-049,ムーナ・ホシノヴァ,"#ID, #ID1期生, #歌",,,
725,hBP06-050,ムーナ・ホシノヴァ,"#ID, #ID1期生, #歌",,,
722,hBP06-051,ムーナ・ホシノヴァ,"#ID, #ID1期生, #歌",,,
721,hBP06-052,ムーナ・ホシノヴァ,"#ID, #ID1期生, #歌",,,
728,hBP06-053,ムーナ・ホシノヴァ,"#ID, #ID1期生, #歌",,,
729,hBP06-054,雪花ラミィ,"#5期生, #JP, #お酒, #ハーフエルフ",,,
731,hBP06-055,沙花叉クロヱ,"#JP, #海, #秘密結社holoX",,,
730,hBP06-056,沙花叉クロヱ,"#JP, #海, #秘密結社holoX",,,
733,hBP06-057,森カリオペ,"#EN, #Myth, #歌",,,
732,hBP06-058,森カリオペ,"#EN, #Myth, #歌",,,
734,hBP06-059,森カリオペ,"#EN, #Myth, #歌",,,
738,hBP06-060,森カリオペ,"#EN, #Myth, #歌",,,
740,hBP06-061,ロボ子さん,"#0期生, #JP, #シューター",,,
735,hBP06-062,ロボ子さん,"#0期生, #JP, #シューター",,,
739,hBP06-063,ロボ子さん,"#0期生, #JP, #シューター",,,
737,hBP06-064,ロボ子さん,"#0期生, #JP, #シューター",,,
742,hBP06-065,ロボ子さん,"#0期生, #JP, #シューター",,,
736,hBP06-066,ロボ子さん,"#0期生, #JP, #シューター",,,
741,hBP06-067,戌神ころね,"#JP, #ケモミミ, #ゲーマーズ",,,
743,hBP06-068,戌神ころね,"#JP, #ケモミミ, #ゲーマーズ",,,
744,hBP06-069,戌神ころね,"#JP, #ケモミミ, #ゲーマーズ",,,
745,hBP06-070,戌神ころね,"#JP, #ケモミミ, #ゲーマーズ",,,
747,hBP06-071,ラプラス・ダークネス,"#JP, #シューター, #秘密結社holoX",,,
748,hBP06-072,夏色まつり,"#1期生, #JP, #シューター",,,
746,hBP06-073,夏色まつり,"#1期生, #JP, #シューター",,,
749,hBP06-074,夏色まつり,"#1期生, #JP, #シューター",,,
752,hBP06-075,夏色まつり,"#1期生, #JP, #シューター",,,
753,hBP06-076,夏色まつり,"#1期生, #JP, #シューター",,,
751,hBP06-077,夏色まつり,"#1期生, #JP, #シューター",,,
757,hBP06-078,大空スバル,"#2期生, #JP, #トリ",,,
750,hBP06-079,大空スバル,"#2期生, #JP, #トリ",,,
755,hBP06-080,大空スバル,"#2期生, #JP, #トリ",,,
756,hBP06-081,大空スバル,"#2期生, #JP, #トリ",,,
754,hBP06-082,アーニャ・メルフィッサ,"#ID, #ID2期生, #語学",,,
758,hBP06-083,ラムダック,"#2期生, #4期生, #JP, #ケモミミ, #トリ, #歌",,,
4,hBP06-084,AIこより,"#JP, #ケモミミ, #秘密結社holoX",,,
1,hBP06-085,フェイバリットパソコン,,,,
7,hBP06-086,愛情いっぱい召し上がれ♪,,,,
8,hBP06-087,しめじダンス,,,,
6,hBP06-088,ドッキリうさぎ,,,,
5,hBP06-089,ドローイングストリーム,,,,
3,hBP06-090,ブルームステージ,,,,
2,hBP06-091,ホロライブ1期生,,,,
9,hBP06-092,マヨネーズちゅっちゅっ,,,,
11,hBP06-093,山田ルイ54世,,,,
10,hBP06-094,ワークアウト,,,,
13,hBP06-095,IDENTIFY -AREA 15-,,,,
12,hBP06-096,2人あわせてラムダック！,,,,
15,hBP06-097,カワイイスタジャン,,,,
14,hBP06-098,鬼神刀「阿修羅」,,,,
18,hBP06-099,ゆび,,,,
22,hBP06-100,Chattino,,,,
17,hBP06-101,ムーナびと,,,,
19,hBP06-102,えびふらいおん,,,,
20,hBP06-103,まつりす,,,,
16,hBP06-104,スバ友,,,,
759,hSD01-001,ときのそら,,,,
760,hSD01-002,AZKi,,,,
761,hSD01-003,ときのそら,"#0期生, #JP, #歌",,,
763,hSD01-004,ときのそら,"#0期生, #JP, #歌",,,
762,hSD01-005,ときのそら,"#0期生, #JP, #歌",,,
764,hSD01-006,ときのそら,"#0期生, #JP, #歌",,,
765,hSD01-007,IRyS,"#EN, #Promise, #歌",,,
766,hSD01-008,AZKi,"#0期生, #JP, #歌",,,
772,hSD01-009,AZKi,"#0期生, #JP, #歌",,,
771,hSD01-010,AZKi,"#0期生, #JP, #歌",,,
767,hSD01-011,AZKi,"#0期生, #JP, #歌",,,
769,hSD01-012,アイラニ・イオフィフティーン,"#ID, #ID1期生, #絵",,,
770,hSD01-013,SorAZ,"#0期生, #JP, #歌",,,
768,hSD01-014,天音かなた,"#4期生, #JP, #歌",,,
773,hSD01-015,博衣こより,"#JP, #ケモミミ, #秘密結社holoX",,,
774,hSD01-016,春先のどか,,,,
776,hSD01-017,マネちゃん,,,,
775,hSD01-018,サブパソコン,,,,
779,hSD01-019,スゴイパソコン,,,,
777,hSD01-020,ホロリスの輪,,,,
137,hSD01-021,First Gravity,,,,
778,hSD02-001,百鬼あやめ,,,,
780,hSD02-002,百鬼あやめ,"#2期生, #JP, #シューター",,,
785,hSD02-003,百鬼あやめ,"#2期生, #JP, #シューター",,,
782,hSD02-004,百鬼あやめ,"#2期生, #JP, #シューター",,,
783,hSD02-005,百鬼あやめ,"#2期生, #JP, #シューター",,,
781,hSD02-006,百鬼あやめ,"#2期生, #JP, #シューター",,,
784,hSD02-007,百鬼あやめ,"#2期生, #JP, #シューター",,,
787,hSD02-008,百鬼あやめ,"#2期生, #JP, #シューター",,,
788,hSD02-009,百鬼あやめ,"#2期生, #JP, #シューター",,,
789,hSD02-010,白上フブキ,"#1期生, #JP, #ケモミミ, #ゲーマーズ, #絵",,,
791,hSD02-011,大神ミオ,"#JP, #ケモミミ, #ゲーマーズ, #料理",,,
107,hSD02-012,いろはにほへっと あやふぶみ,,,,
109,hSD02-013,阿修羅＆羅刹,,,,
790,hSD02-014,ぽよ余,#白上'sキャラクター,,,
794,hSD03-001,猫又おかゆ,,,,
792,hSD03-002,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
798,hSD03-003,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
797,hSD03-004,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
802,hSD03-005,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
795,hSD03-006,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ, #歌",,,
796,hSD03-007,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
800,hSD03-008,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
799,hSD03-009,猫又おかゆ,"#JP, #ケモミミ, #ゲーマーズ",,,
801,hSD03-010,戌神ころね,"#JP, #ケモミミ, #ゲーマーズ",,,
803,hSD03-011,ラプラス・ダークネス,"#JP, #シューター, #秘密結社holoX",,,
110,hSD03-012,泥棒建設,,,,
111,hSD03-013,おかにゃん,,,,
105,hSD03-014,おにぎりゃー,,,,
804,hSD04-001,癒月ちょこ,,,,
805,hSD04-002,癒月ちょこ,"#2期生, #JP, #料理",,,
807,hSD04-003,癒月ちょこ,"#2期生, #JP, #料理",,,
808,hSD04-004,癒月ちょこ,"#2期生, #JP, #料理",,,
809,hSD04-005,癒月ちょこ,"#2期生, #JP, #料理",,,
812,hSD04-006,癒月ちょこ,"#2期生, #JP, #料理",,,
815,hSD04-007,癒月ちょこ,"#2期生, #JP, #料理",,,
814,hSD04-008,癒月ちょこ,"#2期生, #JP, #料理",,,
816,hSD04-009,癒月ちょこ,"#2期生, #JP, #料理",,,
810,hSD04-010,大空スバル,"#2期生, #JP",,,
817,hSD04-011,姫森ルーナ,"#4期生, #JP",,,
106,hSD04-012,スバちょこルーナ,,,,
112,hSD04-013,ちょこのオムライス,#食べ物,,,
108,hSD04-014,しょこら,,,,
811,hSD05-001,轟はじめ,,,,
813,hSD05-002,轟はじめ,"#DEV_IS, #ReGLOSS, #ベイビー",,,
818,hSD05-003,轟はじめ,"#DEV_IS, #ReGLOSS, #ベイビー",,,
819,hSD05-004,轟はじめ,"#DEV_IS, #ReGLOSS, #ベイビー",,,
822,hSD05-005,轟はじめ,"#DEV_IS, #ReGLOSS, #ベイビー",,,
821,hSD05-006,轟はじめ,"#DEV_IS, #ReGLOSS, #ベイビー",,,
823,hSD05-007,轟はじめ,"#DEV_IS, #ReGLOSS, #ベイビー",,,
820,hSD05-008,轟はじめ,"#DEV_IS, #ReGLOSS, #ベイビー",,,
824,hSD05-009,轟はじめ,"#DEV_IS, #ReGLOSS, #ベイビー",,,
828,hSD05-010,儒烏風亭らでん,"#DEV_IS, #ReGLOSS, #お酒",,,
826,hSD05-011,一条莉々華,"#DEV_IS, #ReGLOSS, #料理",,,
829,hSD05-012,火威青,"#DEV_IS, #ReGLOSS, #絵",,,
825,hSD05-013,音乃瀬奏,"#DEV_IS, #ReGLOSS, #歌",,,
103,hSD05-014,ばんぺん,,,,
831,hSD06-001,風真いろは,,,,
827,hSD06-002,風真いろは,"#JP, #秘密結社holoX",,,
832,hSD06-003,風真いろは,"#JP, #秘密結社holoX",,,
830,hSD06-004,風真いろは,"#JP, #秘密結社holoX",,,
833,hSD06-005,風真いろは,"#JP, #秘密結社holoX",,,
834,hSD06-006,風真いろは,"#JP, #秘密結社holoX",,,
835,hSD06-007,風真いろは,"#JP, #秘密結社holoX",,,
838,hSD06-008,博衣こより,"#JP, #ケモミミ, #秘密結社holoX",,,
836,hSD06-009,鷹嶺ルイ,"#JP, #お酒, #トリ, #秘密結社holoX",,,
837,hSD06-010,ラプラス・ダークネス,"#JP, #シューター, #秘密結社holoX",,,
102,hSD06-011,ﾁｬｷ丸,,,,
104,hSD06-012,ぽこべぇ,,,,
839,hSD07-001,不知火フレア,,,,
840,hSD07-002,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
841,hSD07-003,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
847,hSD07-004,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
844,hSD07-005,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
845,hSD07-006,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
846,hSD07-007,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
842,hSD07-008,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
848,hSD07-009,不知火フレア,"#3期生, #JP, #ハーフエルフ",,,
849,hSD07-010,白銀ノエル,"#3期生, #JP, #お酒",,,
850,hSD07-011,さくらみこ,"#0期生, #JP, #ベイビー",,,
851,hSD07-012,尾丸ポルカ,"#5期生, #JP, #ケモミミ",,,
853,hSD07-013,星街すいせい,"#0期生, #JP, #歌",,,
100,hSD07-014,不知火建設,,,,
101,hSD07-015,エルフレンド,,,,
852,hSD08-001,天音かなた,,,,
854,hSD08-002,天音かなた,"#4期生, #JP, #サマー, #歌",,,
859,hSD08-003,天音かなた,"#4期生, #JP, #歌",,,
855,hSD08-004,天音かなた,"#4期生, #JP, #歌",,,
860,hSD08-005,姫森ルーナ,"#4期生, #JP, #サマー, #ベイビー",,,
856,hSD08-006,常闇トワ,"#4期生, #JP, #サマー, #シューター, #歌",,,
862,hSD08-007,角巻わため,"#4期生, #JP, #ケモミミ, #サマー, #歌",,,
861,hSD09-001,宝鐘マリン,,,,
858,hSD09-002,宝鐘マリン,"#3期生, #JP, #サマー, #海, #絵",,,
857,hSD09-003,宝鐘マリン,"#3期生, #JP, #海, #絵",,,
863,hSD09-004,宝鐘マリン,"#3期生, #JP, #海, #絵",,,
864,hSD09-005,白銀ノエル,"#3期生, #JP, #お酒, #サマー",,,
865,hSD09-006,兎田ぺこら,"#3期生, #JP, #ケモミミ, #サマー",,,
867,hSD09-007,不知火フレア,"#3期生, #JP, #サマー, #ハーフエルフ",,,
37,hSD10-001,輪堂千速,,,,
33,hSD10-002,輪堂千速,"#DEV_IS, #FLOW GLOW",,,
32,hSD10-003,輪堂千速,"#DEV_IS, #FLOW GLOW",,,
38,hSD10-004,輪堂千速,"#DEV_IS, #FLOW GLOW",,,
36,hSD10-005,輪堂千速,"#DEV_IS, #FLOW GLOW",,,
34,hSD10-006,輪堂千速,"#DEV_IS, #FLOW GLOW",,,
